municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Brasnorte;5101902;subterraneo;Ponto 6;-12.135556;-58.005556;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Nova Mutum;5106224;subterraneo;PT 16;-13.500013;-56.062477;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Araputanga;5101258;subterraneo;Poço Cachoeirinha;-15.298880;-58.340270;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Araputanga;5101258;subterraneo;Poço Botas;-15.175550;-58.570000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Araputanga;5101258;subterraneo;Poços Pt01 Pt02 Pt03;-15.472500;-58.472500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Araputanga;5101258;subterraneo;Poço Farinópolis;-15.399720;-58.448880;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Lucas do Rio Verde;5105259;subterraneo;PT20;-13.066920;-55.939614;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Sorriso;5107925;subterraneo;PTP-10;-12.550960;-55.731078;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sorriso;5107925;subterraneo;PTP-03;-12.550414;-55.716542;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
União do Sul;5108303;subterraneo;PT 01;-11.525830;-54.370914;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
União do Sul;5108303;subterraneo;Ponto 2;-11.525886;-54.370814;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-42;-11.853656;-55.495319;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sorriso;5107925;subterraneo;PTP-42;-12.598730;-55.743061;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-45;-11.891500;-55.541639;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-29;-11.552308;-55.302660;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sinop;5107909;subterraneo;PTP-41;-11.962147;-55.521300;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Sorriso;5107925;subterraneo;PTP44;-12.543742;-55.727330;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
